,0,1,2,3,4,5,6
340,FCLR-NA22-0112,1477944338.0,127.0,187.0,245.0,316.0,430.0
341,MMCB-0000-154R,1465400656.0,66.0,125.0,179.0,224.5,311.0
342,FPWB-0000-914M,1466829594.0,134.0,196.0,262.0,349.0,485.0
343,MESB-0009-672L,1465398586.0,73.0,203.0,311.0,383.0,504.0
344,MCLR-NA03-433C,1465397152.0,141.0,209.0,274.0,357.0,493.0
345,MGPC-EB34-544L,1483844322.0,136.5,202.0,278.0,379.0,529.0
346,MESB-0009-563M,1465401036.0,74.0,139.0,190.0,251.0,314.0
347,MRMR-0070-091B,1466812637.0,139.0,206.0,275.0,355.0,469.0
348,MMCB-0005-150U,1465399530.0,139.0,219.0,299.0,401.0,586.0
349,MMCB-0000-279D,1465400102.0,148.0,198.0,223.0,263.0,345.0
350,MCLR-NA20-399V,1477537376.0,129.0,184.0,239.0,306.0,412.0
351,FPWB-0000-845J,1465396579.0,128.0,190.0,256.0,350.0,517.54999999999927
352,FCLR-GP08-753E,1477955688.0,128.0,184.0,236.0,300.0,399.0
353,FPWB-0001-156T,1466812406.0,190.0,271.0,342.0,424.0,547.0
354,MMCB-0007-035M,1466802613.0,133.0,190.0,254.0,337.0,466.0
355,FGPC-2W3O-GYTO,1470175290.0,151.0,239.0,333.0,453.0,644.0
356,MESB-0009-636H,1465400866.0,48.0,71.0,102.0,137.0,190.0
357,MGPC-0000-5612,1465400128.0,129.0,190.0,254.0,352.0,536.0
358,FS2R-0000-1536,1465400475.0,117.0,194.0,218.0,255.0,335.0
359,MMCB-0000-181U,1465400981.0,105.0,179.0,227.0,297.5,435.69999999999982
360,MMCB-0002-9739,1465400680.0,64.0,115.0,173.0,286.0,353.0
361,MMCB-0005-674A,1466812305.0,128.0,184.0,245.0,327.0,459.0
362,MCLR-NA01-212M,1477409403.0,126.0,186.0,244.0,317.0,428.0
363,FPFC-JABH-UI96,1486657313.0,127.0,184.0,244.0,323.0,447.75
364,MGPC-KK15-HNKY,1483845048.0,134.75,197.0,275.0,375.0,551.25
365,MGPC-6KHG-N0LS,1468184050.0,130.0,194.0,268.0,358.0,530.0
366,FGPC-0000-606B,1466802646.0,130.95000000000005,198.0,269.0,361.0,502.0
367,MMCB-0000-278F,1465400151.0,127.0,196.0,223.0,262.0,345.0
368,FPWB-0000-690S,1466812181.0,131.0,191.0,255.0,334.0,453.0
369,FS1R-0000-2437,1465398940.0,145.0,288.0,330.0,393.0,497.0
370,FGPC-0000-4495,1466833030.0,126.0,182.0,242.0,321.0,447.0
371,FPWB-0000-9879,1465393832.0,113.0,157.0,190.0,229.0,296.0
372,MCLR-NA20-7319,1477537391.0,135.0,191.0,243.0,310.0,407.0
373,MMCB-0007-280N,1465400455.0,82.0,154.25,205.0,240.0,313.0
374,MMCB-0000-267I,1465400293.0,143.0,197.0,226.0,267.0,354.0
375,MCLR-NA03-8136,1465399922.0,117.0,268.0,307.0,357.0,461.0
376,MMCB-0000-235P,1465399260.0,130.0,201.0,288.0,395.0,547.0
377,FPWB-0001-195R,1466829598.0,173.0,246.0,311.0,388.0,512.0
378,MESB-0009-622Q,1466812558.0,130.0,200.0,275.0,367.0,503.0
379,FCLR-NA12-892E,1465393832.0,100.0,166.0,228.0,306.0,420.0
380,MESB-0009-794D,1465398924.0,137.60000000000002,354.0,406.0,465.0,542.0
381,MMCB-0000-315P,1465400958.0,57.0,96.0,138.0,255.0,323.0
382,FN0N-0000-422I,1465398210.0,142.0,365.0,415.0,475.25,548.0
383,FPWB-0001-243Y,1470175365.0,153.0,234.0,323.0,434.0,613.0
384,MMCB-0000-269E,1465400455.0,105.90000000000003,190.0,216.0,254.0,332.0
385,MESB-0009-677B,1465400434.0,67.0,123.0,179.0,242.0,312.0
386,MGPC-IX11-XL5T,1473677961.0,148.0,216.0,280.0,355.0,479.0
387,MCLR-NA20-7450,1477537364.0,129.0,183.0,235.0,299.0,397.0
388,FGPC-8V7M-82J3,1466833945.0,124.0,175.0,225.0,291.0,393.14999999999964
389,FGPC-0000-5394,1465398966.0,116.0,178.0,247.0,340.0,507.0
390,FPWB-0000-993G,1465393832.0,130.0,189.0,248.0,332.0,476.0
391,FPWB-0000-748F,1466835898.0,138.0,202.0,267.0,351.0,483.0
392,MMCB-0000-164Q,1465400833.0,89.0,155.0,206.0,261.0,366.0
393,MMCB-0008-213N,1466806459.0,134.0,197.0,266.0,352.0,496.0
394,FPWB-0001-069O,1465399274.0,133.30000000000001,205.0,277.0,391.0,612.0
395,FCLR-GP20-731O,1477955871.0,135.0,191.0,243.0,310.0,407.0
396,FGPC-0000-6087,1466812281.0,131.0,194.0,263.0,351.0,490.0
397,MMCB-0000-214T,1465400456.0,74.0,141.0,199.0,249.0,349.0
398,MMCB-0000-275L,1465400284.0,126.0,194.0,219.0,259.0,339.0
399,MESB-0009-524O,1465399263.0,131.0,356.0,407.0,465.0,541.0
400,FPWB-0001-106Y,1466806961.0,124.0,186.0,254.0,340.0,476.0
401,MMCB-0000-208M,1465400714.0,121.0,186.0,255.0,360.0,504.0
402,MMCB-0000-187I,1465400871.0,73.0,124.0,180.0,262.0,328.25
403,FPWB-0001-392T,1483844711.0,137.0,201.0,272.0,363.0,507.0
404,FGPC-0000-444F,1466806844.0,133.0,188.0,241.0,306.0,409.0
405,MMCB-0005-067H,1466795804.0,141.0,210.0,280.0,368.0,514.0
406,MMCB-0000-131Z,1465400261.0,70.0,126.0,198.0,281.0,356.0
407,MRMR-0076-691T,1466829889.0,139.89999999999998,205.0,272.0,349.0,465.0
408,MESB-0009-658B,1465399610.0,146.0,281.0,332.0,403.0,519.0
409,MMCB-0000-265M,1465399957.0,112.0,192.0,219.0,260.0,342.0
410,MESB-0008-664J,1466812184.0,131.0,196.0,267.0,357.0,492.0
411,MRMR-0040-6444,1466796202.0,140.0,203.0,269.0,347.0,465.0
412,MCLR-NA08-753Z,1477537287.0,128.0,184.0,236.0,300.0,399.0
413,FPWB-0000-746J,1465399790.0,132.0,203.5,285.0,397.0,598.0
414,MCLR-NA11-0679,1465400136.0,216.0,282.0,329.0,397.0,507.0
415,FRMR-00SB-851W,1466796127.0,133.0,192.0,256.0,339.0,473.0
416,FPWB-0001-418N,1483844537.0,139.0,216.0,300.0,404.0,556.0
417,MGPC-HK29-783X,1483844602.0,138.0,206.0,285.0,386.0,535.0
418,MESB-0009-519F,1465397724.0,137.0,203.25,280.0,389.0,611.14999999999964
419,MRCH-0000-004N,1465398599.0,134.0,291.0,337.0,403.0,523.0
420,MMCB-0000-218L,1465400864.0,122.0,189.0,268.0,371.0,505.94999999999982
421,FPWB-0001-164W,1465399527.0,130.0,193.0,258.0,348.0,525.25
422,MMCB-0005-998U,1465398945.0,157.0,294.0,341.0,410.0,519.0
423,FCLR-NA20-9287,1477944439.0,125.0,184.0,247.0,320.0,436.0
424,MRMR-0052-1169,1466802794.0,142.0,208.0,279.0,373.0,512.0
425,MMCB-0006-997V,1466832922.0,133.0,198.0,269.0,362.0,505.0
426,FPWB-0000-780R,1465398657.0,155.0,234.0,315.0,419.0,619.0
427,FRMR-00SD-679G,1466796303.0,132.0,192.0,255.5,332.0,451.0
428,MESB-0008-793G,1465400291.0,78.0,148.0,205.0,244.0,322.0
429,FRMR-0085-579V,1466796226.0,131.0,193.0,257.0,343.0,484.0
430,MRCH-0000-005L,1465399527.0,133.0,290.0,331.0,390.0,505.0
431,FCLR-NA01-2121,1477945815.0,126.0,186.0,244.0,317.0,428.0
432,MESB-0009-676D,1465400123.0,73.0,134.0,186.0,248.0,314.0
433,FPWB-0001-098N,1465399740.0,129.0,194.0,259.0,357.0,541.0
